year,state,dem_votes,rep_votes,num_districts,wasted_democrat,wasted_republican,e_gap,mm_diff_against_dem,mm_diff_against_rep,partisan_bias_against_dem,partisan_bias_against_rep,gerry_metrics_mean
1976,Ohio,1718743.0,1917322.0,22,994125.5,823885.0,0.04681998259107029,0.07042384737041535,-0.0704238473704154,0.045454545454545414,-0.04545454545454547,0.05423279180534368
1976,Oklahoma,683293.0,372221.0,6,232232.5,295518.5,-0.05995751832756363,0.01928946517619501,-0.019289465176195064,0.0,0.0,-0.013556017717122873
1976,Oregon,450632.0,262514.0,3,94056.0,262514.0,-0.2362181096157028,0.04372975975793514,-0.04372975975793514,0.16666666666666663,-0.16666666666666669,-0.008607227730367012
1976,Pennsylvania,2410267.0,1852497.0,24,929810.5,1201547.5,-0.06374666765507074,-0.008447811630886704,0.008447811630886759,0.0,0.0,-0.024064826428652483
1976,Rhode Island,271127.0,113518.0,2,78802.5,113518.0,-0.09025335049201212,0.0,0.0,0.0,0.0,-0.03008445016400404
1976,South Carolina,384203.0,279390.0,5,124416.5,207375.0,-0.1250141276354633,0.026238493429699528,-0.026238493429699528,0.09999999999999998,-0.09999999999999998,0.00040812193141206987
1976,South Dakota,72501.0,221188.0,2,72501.0,74341.5,-0.006266833282826391,0.0,0.0,0.0,0.0,-0.002088944427608797
1976,Tennessee,427973.0,452877.0,5,255226.0,185194.0,0.07950502355679173,0.07237819562353426,-0.07237819562353431,0.09999999999999998,-0.09999999999999998,0.08396107306010865
1976,Texas,1807421.0,1084038.0,18,477381.0,968330.5,-0.16979300069618833,0.015245665352341287,-0.015245665352341231,0.05555555555555558,-0.05555555555555558,-0.032997259929430485
1976,Utah,266562.0,251403.0,2,135474.5,123506.0,0.023106773623700443,0.0,0.0,0.0,0.0,0.0077022578745668145
1976,Vermont,60202.0,124458.0,1,60202.0,32127.0,0.15203617459114047,0.0,0.0,-0.5,-0.5,-0.11598794180295317
1976,Virginia,435978.0,464062.0,6,271336.5,178677.5,0.10294986889471579,-0.004285102538287844,0.004285102538287844,0.0,0.0,0.03288825545214265
1976,Washington,817948.0,585719.0,7,225788.5,476038.0,-0.1782826696075351,0.003285505511214981,-0.003285505511215092,-0.2142857142857143,0.2142857142857143,-0.12976095946067814
1976,West Virginia,327086.0,159189.0,3,83945.5,159189.0,-0.15473446095316437,-0.04040529255189773,0.040405292551897676,0.16666666666666663,-0.16666666666666669,-0.009491028946131824
1976,Wisconsin,1018121.0,760740.0,8,363061.0,526361.5,-0.09180059599935014,-0.03785293417178426,0.03785293417178437,-0.125,0.125,-0.0848845100570448
1976,Wyoming,85721.0,66147.0,1,9786.0,66147.0,-0.37111833961071455,0.0,0.0,-0.5,-0.5,-0.2903727798702382
1978,Alabama,208304.0,197176.0,4,168511.5,34224.5,0.33118032948604126,0.12364675924741786,-0.12364675924741786,0.25,-0.25,0.23494236291115303
1978,Alaska,55176.0,68811.0,1,55176.0,6816.5,0.39003685870292853,0.0,0.0,-0.5,-0.5,-0.03665438043235716
1978,Arizona,149717.0,230573.0,3,86428.5,103713.5,-0.045452154934392176,0.042856602516906095,-0.04285660251690615,0.16666666666666663,-0.16666666666666669,0.05469037141639352
1978,Arkansas,97888.0,195371.0,2,97888.0,48739.5,0.16759417443283922,0.0,0.0,0.0,0.0,0.055864724810946405
1978,California,3237740.0,2992874.0,41,1534241.5,1581024.5,-0.007508569781405171,-0.04214759577056493,0.04214759577056504,-0.1097560975609756,0.1097560975609756,-0.05313742103764857
1978,Colorado,369635.0,402274.0,5,140372.0,245577.5,-0.13629261998499823,-0.019762509124636507,0.01976250912463645,-0.09999999999999998,0.09999999999999998,-0.08535170970321156
1978,Connecticut,592396.0,423474.0,6,156410.0,351519.0,-0.19206099205607016,-0.018080586727856618,0.018080586727856673,-0.16666666666666669,0.16666666666666663,-0.12560274848353115
1978,Delaware,64863.0,91689.0,1,64863.0,13412.0,0.32865118299351015,0.0,0.0,-0.5,-0.5,-0.05711627233549662
1978,Florida,948045.0,671942.0,10,337810.5,472173.0,-0.08294048038657101,-0.0198174863321966,0.019817486332196543,-0.09999999999999998,0.09999999999999998,-0.06758598890625586
1978,Georgia,246828.0,116301.0,5,108524.0,73035.5,0.09772973240914386,-0.06392389953879563,0.06392389953879557,-0.09999999999999998,0.09999999999999998,-0.02206472237655058
1978,Hawaii,202824.0,40167.0,2,81326.5,40167.0,0.16938693202628904,0.0,0.0,0.0,0.0,0.05646231067542968
1978,Idaho,118012.0,167271.0,2,118012.0,24627.5,0.32733986953306016,0.0,0.0,0.0,0.0,0.10911328984435338
1978,Illinois,1464688.0,1486752.0,23,803536.5,672160.5,0.04451250914807687,0.0581590521022155,-0.05815905210221545,0.021739130434782594,-0.021739130434782594,0.041470230561691655
1978,Indiana,751940.0,680513.0,11,324352.0,391863.5,-0.04712999309575951,-0.02730263837600344,0.027302638376003496,-0.04545454545454547,0.045454545454545414,-0.039962392308769475
1978,Iowa,403365.0,406248.0,6,199360.5,205440.0,-0.00750914325733406,-0.03409664787275962,0.03409664787275957,0.0,0.0,-0.01386859704336456
1978,Kansas,233001.0,206284.0,3,161003.5,58636.0,0.23303208623103452,0.052158719291236166,-0.05215871929123622,0.16666666666666663,-0.16666666666666669,0.15061915739631246
1978,Kentucky,184267.0,207568.0,5,122989.5,72923.0,0.1277744458764531,0.017111016941129986,-0.01711101694113004,-0.09999999999999998,0.09999999999999998,0.014961820939194367
1978,Louisiana,65583.0,65317.0,1,132.0,65317.0,-0.4979755538579068,0.0,0.0,-0.5,0.5,-0.3326585179526356
1978,Maine,141039.0,208730.0,2,141039.0,33843.5,0.3064751307291384,0.0,0.0,0.0,0.0,0.1021583769097128
1978,Maryland,461272.0,312974.0,6,194811.0,192306.0,0.0032354058012569646,0.009958172137221388,-0.009958172137221388,0.0,0.0,0.004397859312826117
1978,Massachusetts,575190.0,339982.0,6,201073.0,256507.0,-0.06057222030394287,-0.049216089678684294,0.04921608967868424,-0.16666666666666669,0.16666666666666663,-0.09215165888309795
1978,Michigan,1432619.0,1150495.0,18,618413.0,673126.0,-0.0211810241437273,0.022953811255703394,-0.022953811255703283,0.0,0.0,0.0005909290373253643
1978,Minnesota,608161.0,709387.0,7,347112.0,311655.0,0.02691135351425527,0.004148171779935428,-0.004148171779935428,-0.07142857142857145,0.0714285714285714,-0.013456348711460252
1978,Mississippi,251558.0,139097.0,4,107758.5,87565.0,0.05169139010124022,-0.009480708060757626,0.00948070806075757,0.0,0.0,0.014070227346827531
1978,Missouri,966553.0,575578.0,10,367255.5,403800.0,-0.023697403138903245,-0.03115333617997207,0.031153336179971958,0.0,0.0,-0.018283579772958438
1978,Montana,143496.0,139859.0,2,68440.5,73235.0,-0.01692047078752801,0.0,0.0,0.0,0.0,-0.005640156929176004
1978,Nebraska,183817.0,310919.0,3,110094.0,137271.0,-0.05493232754438731,-0.03811232417432703,0.038112324174327084,-0.16666666666666669,0.16666666666666663,-0.08657043946179367
1978,Nevada,132513.0,44425.0,1,44043.0,44425.0,-0.0021589483321841547,0.0,0.0,-0.5,-0.5,-0.16738631611072805
1978,New Hampshire,122243.0,133666.0,2,56328.0,71624.5,-0.05977320062991141,0.0,0.0,0.0,0.0,-0.01992440020997047
1978,New Jersey,1043747.0,837783.0,15,449929.5,490820.5,-0.02173284507820763,0.012220665997273561,-0.012220665997273616,-0.033333333333333326,0.033333333333333326,-0.014281837471422464
1978,New Mexico,70761.0,118075.0,1,70761.0,23656.0,0.2494492575568218,0.0,0.0,-0.5,-0.5,-0.08351691414772607
1978,New York,2200810.0,1597631.0,37,1040256.0,858927.5,0.047737611298951335,0.015491422567236013,-0.015491422567235957,-0.14864864864864863,0.14864864864864868,-0.028473204927487093
1978,North Carolina,533075.0,339072.0,9,144952.5,291112.0,-0.1675858542195295,-0.05454748315183833,0.05454748315183833,-0.05555555555555558,0.05555555555555558,-0.09256296430897448
1978,North Dakota,68016.0,147712.0,1,68016.0,39847.0,0.13057646666172218,0.0,0.0,-0.5,0.5,-0.12314117777942594
1978,Ohio,1201178.0,1379348.0,21,689546.0,600696.0,0.03443096484980194,0.047934611646474,-0.047934611646473724,0.023809523809523836,-0.023809523809523836,0.03539170010193326
1978,Oklahoma,330952.0,258160.0,5,81106.5,213444.5,-0.22463979684677957,-0.06059196621092522,0.06059196621092516,-0.09999999999999998,0.09999999999999998,-0.1284105876859016
1978,Oregon,435550.0,258140.0,3,88702.0,258140.0,-0.24425607980510025,-0.0008970609985777811,0.0008970609985777811,-0.16666666666666669,0.16666666666666663,-0.1372732691567816
1978,Pennsylvania,1804598.0,1711318.0,25,766642.0,991291.0,-0.06389487120852716,-0.015264159522495713,0.015264159522495768,-0.06,0.06000000000000005,-0.046386343577007626
1978,Rhode Island,174165.0,133637.0,2,20262.0,133637.0,-0.3683374377034587,0.0,0.0,0.0,0.0,-0.12277914590115291
1978,South Carolina,244544.0,183433.0,4,140788.5,73196.0,0.1579348890244102,0.04291666793271587,-0.0429166679327157,0.0,0.0,0.06695051898570868
1978,South Dakota,120199.0,135324.0,2,55584.5,72175.0,-0.06492761904016468,0.0,0.0,0.0,0.0,-0.021642539680054893
1978,Tennessee,363640.0,448825.0,6,182028.5,224198.0,-0.05190315890530669,-0.003970570101004323,0.003970570101004212,0.0,0.0,-0.018624576335437005
1978,Texas,1134332.0,791809.0,20,374520.5,588530.0,-0.11110790954556286,-0.03550988844974223,0.035509888449742344,-0.09999999999999998,0.09999999999999998,-0.08220593266510169
1978,Utah,162791.0,206520.0,2,73330.0,111323.5,-0.10287670824860348,0.0,0.0,0.0,0.0,-0.03429223608286783
1978,Vermont,23228.0,90688.0,1,23228.0,33729.0,-0.09218195863618807,0.0,0.0,-0.5,-0.5,-0.1973939862120627
1978,Virginia,255924.0,315165.0,5,160101.0,125438.5,0.06069544326716151,0.12007062800181711,-0.12007062800181717,0.09999999999999998,-0.09999999999999998,0.09358869042299285
1978,Washington,507252.0,450847.0,7,104520.5,374522.0,-0.2818096042267031,0.0009086486736211707,-0.0009086486736211707,-0.2142857142857143,0.2142857142857143,-0.16506222327959874
1978,West Virginia,220892.0,151918.0,3,34484.0,151918.0,-0.3149969153187951,0.0011480263389270773,-0.0011480263389270773,-0.16666666666666669,0.16666666666666663,-0.16017185188217822
1978,Wisconsin,768536.0,675953.0,9,312736.0,409499.5,-0.0669880490609482,-0.03922062421625794,0.03922062421625788,-0.16666666666666669,0.16666666666666663,-0.0909584466479576
1978,Wyoming,53522.0,75855.0,1,53522.0,11165.5,0.32738817564172923,0.0,0.0,-0.5,-0.5,-0.057537274786090255
1980,Alabama,273488.0,243135.0,3,190574.5,67734.0,0.2377759023504567,0.052288790742243796,-0.052288790742243796,0.16666666666666663,-0.16666666666666669,0.1522437865864557
1980,Alaska,39922.0,114089.0,1,39922.0,37082.5,0.01843699476011454,0.0,0.0,-0.5,-0.5,-0.1605210017466285
1980,Arizona,394275.0,434024.0,4,182432.0,231713.5,-0.05949723469423481,-0.013840111180160541,0.013840111180160597,0.0,0.0,-0.024445781958131785
1980,Arkansas,42278.0,159148.0,1,42278.0,58434.0,-0.080208116131979,0.0,0.0,-0.5,-0.5,-0.19340270537732632
1980,California,3664614.0,4176462.0,43,1938495.5,1981999.5,-0.005548218127206011,-0.016071204530673455,0.016071204530673455,-0.08139534883720928,0.08139534883720934,-0.034338257165029584
1980,Colorado,505586.0,619504.0,5,190234.0,372306.0,-0.16182883147126007,-0.09493435599927996,0.09493435599927996,-0.09999999999999998,0.09999999999999998,-0.11892106249017999
1980,Connecticut,695255.0,640177.0,6,237304.0,430406.0,-0.14459890132930767,-0.0013058523520192988,0.0013058523520193543,0.0,0.0,-0.04863491789377566
1980,Delaware,81227.0,133842.0,1,81227.0,26306.5,0.2553622325858213,0.0,0.0,-0.5,0.5,-0.0815459224713929
1980,Florida,1813164.0,1275718.0,14,718347.0,826080.0,-0.03487766771278411,-0.056941284679780435,0.05694128467978038,-0.2857142857142857,0.2857142857142857,-0.12584441270228341
1980,Georgia,802355.0,381174.0,8,291922.0,299834.5,-0.006685514254403568,-0.028934620040917958,0.028934620040918013,-0.375,0.375,-0.1368733780984405
1980,Hawaii,98256.0,19819.0,1,39217.5,19819.0,0.16428964641117932,0.0,0.0,-0.5,-0.5,-0.11190345119627355
1980,Idaho,182061.0,233041.0,2,182061.0,25488.0,0.37719163000900985,0.0,0.0,0.0,0.0,0.12573054333633663
1980,Illinois,2048658.0,2417747.0,24,1286391.5,946787.0,0.07603531251644219,0.11589648528256058,-0.11589648528256052,0.08333333333333337,-0.08333333333333331,0.09175504371077871
1980,Indiana,1087722.0,1100711.0,11,503342.5,590863.0,-0.03999231413527396,-0.00010216771936411018,0.00010216771936427671,-0.04545454545454547,0.045454545454545414,-0.028516342436394514
1980,Iowa,642763.0,609478.0,6,326798.0,299316.5,0.021945855470312824,0.0002714302770178145,-0.00027143027701787004,0.0,0.0,0.007405761915776879
1980,Kansas,404549.0,519874.0,5,314591.5,147615.0,0.1806278078325615,0.010547028802938896,-0.010547028802938896,0.09999999999999998,-0.09999999999999998,0.09705827887850012
1980,Kentucky,374181.0,442309.0,5,232012.0,176228.0,0.06832171857585519,0.06598806576222721,-0.06598806576222738,0.09999999999999998,-0.09999999999999998,0.07810326144602746
1980,Louisiana,144521.0,259897.0,4,52681.5,149523.5,-0.23946016250513083,0.00797853827393541,-0.007978538273935465,0.0,0.0,-0.07716054141039848
1980,Maine,137845.0,375073.0,2,137845.0,118612.0,0.03749722177813997,0.0,0.0,0.0,0.0,0.012499073926046657
1980,Maryland,865969.0,537078.0,8,248618.5,452897.0,-0.145596334263927,-0.006680736995561376,0.006680736995561487,-0.125,0.125,-0.09242569041982947
1980,Massachusetts,1076454.0,757927.0,9,372453.5,544728.0,-0.09391424137079483,-0.06645464694568781,0.06645464694568792,-0.05555555555555558,0.05555555555555558,-0.07197481462401274
1980,Michigan,1730055.0,1490388.0,17,762726.0,847478.5,-0.026317031538828663,0.0329209742210933,-0.03292097422109336,-0.02941176470588236,0.02941176470588236,-0.007602607341205908
1980,Minnesota,905793.0,987147.0,8,590316.0,356146.0,0.12370703772966919,0.011803147809843484,-0.011803147809843373,0.125,-0.125,0.08683672851317088
1980,Mississippi,299738.0,304472.0,4,147430.5,154670.5,-0.011982588835007696,-0.025809241283150763,0.025809241283150597,0.0,0.0,-0.01259727670605282
1980,Missouri,1110060.0,940510.0,10,526718.5,498556.5,0.01373374232530467,-0.048541600130709184,0.048541600130709184,-0.09999999999999998,0.09999999999999998,-0.0449359526018015
1980,Montana,176236.0,162305.0,2,84365.0,84903.5,-0.0015906492862016713,0.0,0.0,0.0,0.0,-0.0005302164287338904
1980,Nebraska,167415.0,451328.0,3,167415.0,141953.5,0.041150364529376496,0.06186691757503207,-0.06186691757503193,0.16666666666666663,-0.16666666666666669,0.08989464959035838
1980,Nevada,165107.0,63163.0,1,50971.0,63163.0,-0.05341043501117098,0.0,0.0,-0.5,-0.5,-0.18447014500372363
1980,New Hampshire,177411.0,186869.0,2,83597.0,98541.0,-0.04102338860217415,0.0,0.0,0.0,0.0,-0.013674462867391384
1980,New Jersey,1316100.0,1368981.0,15,653471.5,689054.0,-0.013251927967908602,0.006343168639624697,-0.006343168639624697,-0.033333333333333326,0.033333333333333326,-0.013414030887205745
1980,New Mexico,175988.0,187474.0,2,175988.0,5741.0,0.4684038496459052,0.0,0.0,0.0,0.0,0.15613461654863506
1980,New York,2596006.0,2458365.0,39,1279365.5,1247781.0,0.006248947692996814,-0.004782008119904146,0.004782008119904091,-0.0641025641025641,0.0641025641025641,-0.02087854150982381
1980,North Carolina,855755.0,769144.0,10,392513.5,419926.0,-0.01687027932197632,0.017990284967535963,-0.01799028496753602,0.0,0.0,0.0003733352151865481
1980,North Dakota,166437.0,124707.0,1,20864.0,124707.0,-0.3566722996180584,0.0,0.0,-0.5,-0.5,-0.2855574332060195
1980,Ohio,1547822.0,2135669.0,21,876485.0,965239.5,-0.02409521293794392,0.017260226579999538,-0.017260226579999705,0.0714285714285714,-0.07142857142857145,0.021531195023542338
1980,Oklahoma,439651.0,391209.0,5,87651.0,327774.0,-0.28900536793202225,-0.025703891921289523,0.025703891921289523,-0.09999999999999998,0.09999999999999998,-0.13823641995110392
1980,Oregon,656737.0,438738.0,4,248968.0,298765.5,-0.045457449964627215,0.0013013096556819814,-0.001301309655681926,0.0,0.0,-0.014718713436315077
1980,Pennsylvania,1928484.0,2004397.0,23,970246.0,996171.5,-0.006591986892051908,-0.03175891473361764,0.03175891473361758,-0.06521739130434784,0.06521739130434778,-0.034522764310005796
1980,Rhode Island,213726.0,172901.0,2,124425.0,68886.5,0.14364878810843526,0.0,0.0,0.0,0.0,0.04788292936947842
1980,South Carolina,308523.0,308098.0,4,235762.0,72544.5,0.26469662888549045,0.019906379192068058,-0.019906379192068058,0.25,-0.25,0.17820100269251948
1980,South Dakota,173357.0,146146.0,2,89823.5,69926.0,0.06227641055013568,0.0,0.0,0.0,0.0,0.02075880351671189
1980,Tennessee,553657.0,360635.0,5,193769.5,263371.5,-0.07612666412918412,-0.03981797824272515,0.03981797824272515,-0.3,0.30000000000000004,-0.13864821412396974
1980,Texas,1673785.0,1608636.0,18,613969.5,1027223.0,-0.12589899345635433,-0.03169677069734278,0.03169677069734261,-0.16666666666666669,0.16666666666666663,-0.10808747694012126
1980,Utah,232426.0,351996.0,2,232426.0,59783.0,0.29540811263094136,0.0,0.0,0.0,0.0,0.09846937087698045
1980,Virginia,373941.0,514741.0,5,373941.0,70395.0,0.341568750126592,0.021407173722378214,-0.021407173722378214,0.09999999999999998,-0.09999999999999998,0.15432530794965674
1980,Washington,816133.0,792836.0,7,240198.5,564279.0,-0.20142122066988238,-0.03187796854693381,0.031877968546933866,-0.2142857142857143,0.2142857142857143,-0.14919496783417682
1980,West Virginia,390986.0,294846.0,4,229722.0,113190.0,0.1699133315447515,0.024123427437608647,-0.024123427437608758,0.0,0.0,0.06467891966078672
1980,Wisconsin,1071978.0,1055472.0,9,515868.0,547848.0,-0.015032080659945005,-0.023487620993369873,0.02348762099336993,-0.05555555555555558,0.05555555555555558,-0.031358419069623486
1980,Wyoming,53338.0,116361.0,1,53338.0,31510.5,0.12862480038185256,0.0,0.0,-0.5,-0.5,-0.12379173320604915
1982,Alabama,333055.0,272510.0,4,183975.5,118803.0,0.10762263340846978,0.04186408722402968,-0.04186408722402968,0.25,-0.25,0.13316224021083314
1982,Alaska,52011.0,128274.0,1,52011.0,38130.5,0.07699198491277699,0.0,0.0,-0.5,-0.5,-0.14100267169574102
1982,Arizona,300493.0,394872.0,5,167819.0,179858.5,-0.017313928656173375,0.07869570717453267,-0.07869570717453267,0.09999999999999998,-0.09999999999999998,0.05379392617278642
1982,Arkansas,397466.0,361772.0,4,209188.0,170427.0,0.05105250264080565,-0.028375281110097683,0.028375281110097683,0.0,0.0,0.007559073843569322
1982,California,3549419.0,3603102.0,43,1523086.0,2053131.5,-0.07410610888105047,-0.03516364473815936,0.035163644738159305,-0.1046511627906977,0.10465116279069764,-0.07130697213663584
1982,Colorado,448287.0,484936.0,6,206011.5,260594.0,-0.058488164136546145,0.0025427056337129494,-0.0025427056337130605,0.0,0.0,-0.018648486167611066
1982,Connecticut,577340.0,485491.0,6,224246.0,307163.5,-0.07801569581617397,0.008923965487859786,-0.008923965487859842,0.0,0.0,-0.02303057677610473
1982,Delaware,98533.0,87153.0,1,5689.0,87153.0,-0.43871912799026314,0.0,0.0,-0.5,-0.5,-0.31290637599675436
1982,Florida,1311342.0,900203.0,16,616061.5,489695.0,0.05713946584853575,-0.030973757795552892,0.030973757795552892,-0.125,0.125,-0.03294476398233905
1982,Georgia,440893.0,225215.0,7,164238.5,168808.5,-0.006860749307920037,0.02640012586896523,-0.026400125868965174,0.0714285714285714,-0.07142857142857145,0.030322649329872196
1982,Idaho,150996.0,170150.0,2,150996.0,9575.0,0.4403635729543572,0.0,0.0,0.0,0.0,0.14678785765145239
1982,Illinois,2093272.0,1508308.0,22,1077399.0,723369.0,0.09829852453645345,0.05996722665051868,-0.059967226650518735,0.045454545454545414,-0.04545454545454547,0.06790676554717251
1982,Indiana,882378.0,909691.0,10,436777.0,459247.5,-0.012538858715819536,-0.00796819658196013,0.00796819658196024,0.0,0.0,-0.006835685099259889
1982,Iowa,528726.0,475366.0,6,280676.5,221363.5,0.05907128032092677,0.009424361325605979,-0.009424361325605979,0.0,0.0,0.022831880548844247
1982,Kansas,345507.0,400837.0,5,198989.0,174178.0,0.03324338374797681,0.07516810594721002,-0.07516810594721002,0.09999999999999998,-0.09999999999999998,0.06947049656506227
1982,Kentucky,364944.0,280352.0,6,210051.0,112591.0,0.1510314646301852,0.008819910151654842,-0.008819910151654897,0.0,0.0,0.05328379159394669
1982,Maine,186970.0,260925.0,2,186970.0,36975.5,0.33488764107659164,0.0,0.0,0.0,0.0,0.11162921369219721
1982,Maryland,742600.0,348561.0,8,258794.5,286778.0,-0.025645619665658873,-0.04252526823977831,0.04252526823977837,-0.25,0.25,-0.10605696263514573
1982,Massachusetts,873424.0,415674.0,7,228868.0,415674.0,-0.14491217890338826,-0.006409633662511127,0.006409633662511072,-0.07142857142857145,0.0714285714285714,-0.07425012799815695
1982,Michigan,1314069.0,1093425.0,15,619487.0,584245.0,0.014638458081307783,-0.010964213749166785,0.010964213749166674,-0.033333333333333326,0.033333333333333326,-0.009886363000397443
1982,Minnesota,956321.0,777584.0,8,424339.0,442605.5,-0.010534890896560076,0.04203375373442764,-0.04203375373442769,0.125,-0.125,0.05216628761262252
1982,Mississippi,253873.0,259553.0,4,122910.0,133799.0,-0.021208509113289937,-0.025461410948336094,0.025461410948336094,0.0,0.0,-0.015556640020542009
1982,Missouri,871682.0,653468.0,9,369547.0,393019.0,-0.01538996164311707,0.008091710346908254,-0.008091710346908254,0.05555555555555558,-0.05555555555555558,0.01608576808644892
1982,Montana,165902.0,142370.0,2,84656.5,69477.5,0.04923898375460632,0.0,0.0,0.0,0.0,0.016412994584868775
1982,Nebraska,116107.0,230314.0,2,116107.0,57101.5,0.17032887729092636,0.0,0.0,0.0,0.0,0.05677629243030879
1982,Nevada,114166.0,115863.0,2,60377.0,54635.5,0.024959896360893626,0.0,0.0,0.0,0.0,0.00831996545363121
